date,load_mw,wind_generation_mw,solar_generation_mw,renewable_total_mw,shortfall_mw,irradiance_wm2,wind_speed_10m_ms,temperature_2m_c
2014-12-31,,,,,,390.09880376058777,4.743040287090268,12.77554508999664
2015-01-01,45346.541666666664,13548.541666666666,1005.7647058823529,16286.64705882353,31417.352941176472,612.6077166706084,5.029968867429051,14.00071838155943
2015-01-02,51941.166666666664,25148.083333333332,323.2083333333333,25471.291666666668,26469.875,615.1628263258185,5.0797226575581425,12.666404943227656
2015-01-03,46564.75,19289.791666666668,301.5416666666667,19591.333333333332,26973.416666666668,634.8110151888512,5.068679002988914,14.002243444131315
2015-01-04,45082.5,16042.625,832.5833333333334,16875.208333333332,28207.291666666668,629.1183740214974,5.311842234653484,13.840009438652167
2015-01-05,55246.666666666664,9022.5,1105.0833333333333,10127.583333333334,45119.083333333336,642.9026487631878,5.368634841497034,13.989869346643873
2015-01-06,55496.5,4884.458333333333,1370.3333333333333,6254.791666666667,49241.708333333336,638.0408403676614,5.333128292301185,13.855936362383153
2015-01-07,60113.0,9466.833333333334,713.0833333333334,10179.916666666666,49933.083333333336,657.4406478508862,5.310497549656035,14.172543978701883
2015-01-08,61432.291666666664,18346.583333333332,358.2916666666667,18704.875,42727.416666666664,654.6005292631256,5.329267223033688,14.73651289409383
2015-01-09,60808.708333333336,26738.708333333332,284.25,27022.958333333332,33785.75,670.2181168244191,5.2143174402256145,15.120047951841022
2015-01-10,51784.041666666664,26444.875,853.0416666666666,27297.916666666668,24486.125,655.8157006167677,5.487116008437874,15.642622745559756
2015-01-11,48456.5,26265.75,825.4583333333334,27091.208333333332,21365.291666666668,660.4210489089777,5.068553855293488,15.412066822696874
2015-01-12,61913.625,26326.333333333332,459.375,26785.708333333332,35127.916666666664,670.4026930702355,5.220222416018121,14.818535543117655
2015-01-13,60950.166666666664,21322.208333333332,2095.125,23417.333333333332,37532.833333333336,681.7779857674817,5.497992471613138,15.811711399567868
2015-01-14,60946.458333333336,16957.583333333332,754.4166666666666,17712.0,43234.458333333336,686.1604373767187,5.844288648247116,16.138333510841658
2015-01-15,61635.208333333336,23186.291666666668,714.7916666666666,23901.083333333332,37734.125,673.0081195215433,6.025012189347623,15.328927253786402
2015-01-16,59642.25,10388.458333333334,950.75,11339.208333333334,48303.041666666664,693.3114337076339,6.24625736171605,16.363531614939287
2015-01-17,51133.75,5738.208333333333,891.875,6630.083333333333,44503.666666666664,692.6057505034088,6.08314831331633,15.323492888376778
2015-01-18,47487.291666666664,5300.625,1302.4583333333333,6603.083333333333,40884.208333333336,703.3023466989322,5.82339772448151,16.63264490282426
2015-01-19,60720.791666666664,1317.5,986.7083333333334,2304.2083333333335,58416.583333333336,688.1265142398711,6.1530226580252405,15.635906507424453
2015-01-20,62052.208333333336,697.4166666666666,449.625,1147.0416666666667,60905.166666666664,707.0037146607225,5.973460872558813,16.841100470000157
2015-01-21,61946.125,2099.5833333333335,921.6666666666666,3021.25,58924.875,699.8513013707326,6.084395166088771,16.318645858429814
2015-01-22,62371.041666666664,2595.625,504.9583333333333,3100.5833333333335,59270.458333333336,693.1916360664418,6.301363271758117,17.01131460927687
2015-01-23,61289.041666666664,1607.9166666666667,292.2916666666667,1900.2083333333333,59388.833333333336,703.9051673760226,6.551361224012495,17.17338196216959
2015-01-24,53379.666666666664,6541.458333333333,409.75,6951.208333333333,46428.458333333336,714.7374830578792,6.117230099385952,17.705994159102115
2015-01-25,48534.25,4654.541666666667,482.0833333333333,5136.625,43397.625,727.847980069521,5.707548678631318,17.355369808234393
2015-01-26,61786.25,9649.666666666666,441.5,10091.166666666666,51695.083333333336,746.1785224811009,7.303228967511468,17.526128059369686
2015-01-27,62015.625,11192.916666666666,732.2083333333334,11925.125,50090.5,710.099898556104,5.8824146664438866,17.650700240045353
2015-01-28,63308.958333333336,18404.125,690.875,19095.0,44213.958333333336,736.2196139753406,6.298325824578295,17.834367621673007
2015-01-29,62851.791666666664,16683.541666666668,1157.6666666666667,17841.208333333332,45010.583333333336,739.2543386982653,6.34987654576019,17.363197749373636
2015-01-30,61035.0,3732.0,560.9583333333334,4292.958333333333,56742.041666666664,737.6027289581397,6.374975219401861,18.351875632340775
2015-01-31,52042.458333333336,5581.416666666667,842.125,6423.541666666667,45618.916666666664,738.4848208958624,6.428969767554089,17.72028971357066
2015-02-01,48098.125,5075.583333333333,1028.3333333333333,6103.916666666667,41994.208333333336,749.2481864433879,6.752468276176503,18.39693137327431
2015-02-02,61793.291666666664,8225.125,844.5,9069.625,52723.666666666664,760.9616108691357,6.000575046336447,18.732390132019745
2015-02-03,62584.875,4047.9583333333335,1147.0833333333333,5195.041666666667,57389.833333333336,755.2194517461767,6.735637290602344,18.2562659910831
2015-02-04,62909.125,1675.7083333333333,1331.2916666666667,3007.0,59902.125,767.1674361491782,6.791137694857235,18.402095496123426
2015-02-05,62918.833333333336,5313.291666666667,1210.0,6523.291666666667,56395.541666666664,770.4083412285313,6.690683645274505,18.513686209280937
2015-02-06,62154.583333333336,7022.791666666667,1930.875,8953.666666666666,53200.916666666664,783.9330161643602,6.6910024321515875,19.01084467992274
2015-02-07,53505.25,11842.666666666666,1951.2083333333333,13793.875,39711.375,792.7836834454937,7.21521733051198,19.93001305176649
2015-02-08,49401.333333333336,16892.625,2184.5,19077.125,30324.208333333332,772.0525456332498,6.593935539733212,19.456293993955715
2015-02-09,62416.75,15937.708333333334,627.0416666666666,16564.75,45852.0,783.1424760893055,6.54477941401987,19.932425752140816
2015-02-10,62023.583333333336,6075.125,1005.25,7080.375,54943.208333333336,773.8278756152989,6.785692534844362,18.752694162779346
2015-02-11,61875.041666666664,1089.75,1167.125,2256.875,59618.166666666664,793.3291603619491,7.601146133831803,20.183208669182516
2015-02-12,61604.208333333336,1019.7083333333334,1691.1666666666667,2710.875,58893.333333333336,798.3852351187975,6.552106560024832,19.842636730175283
2015-02-13,60234.041666666664,4004.2916666666665,2688.7916666666665,6693.083333333333,53540.958333333336,799.0052662807839,7.386176958317841,19.826697422032815
2015-02-14,51281.958333333336,4884.291666666667,2799.375,7683.666666666667,43598.291666666664,785.8132679760332,7.389377889988093,20.331836708660376
2015-02-15,47528.875,8452.041666666666,2539.1666666666665,10991.208333333334,36537.666666666664,805.8864025293948,7.548458184702653,20.43556329678491
2015-02-16,58873.708333333336,8522.416666666666,2535.9583333333335,11058.375,47815.333333333336,813.5052822321671,7.36227915997187,20.2965401302866
2015-02-17,61269.666666666664,2706.25,1679.5833333333333,4385.833333333333,56883.833333333336,802.6330344629109,7.219078239851957,21.079684128923756
2015-02-18,61858.833333333336,5593.916666666667,1670.1666666666667,7264.083333333333,54594.75,816.09687761916,6.82344006683606,21.273491580527732
2015-02-19,62277.458333333336,10127.416666666666,2622.3333333333335,12749.75,49527.708333333336,800.4281520184726,7.668257871548771,20.3463401165464
2015-02-20,60733.541666666664,13845.208333333334,3322.7083333333335,17167.916666666668,43565.625,808.9591125479109,7.570212267563846,20.798730015815778
2015-02-21,51859.541666666664,11284.666666666666,2067.5,13352.166666666666,38507.375,819.4041865176174,7.384704995219685,20.6935772070384
2015-02-22,47747.541666666664,6790.833333333333,2172.8333333333335,8963.666666666666,38783.875,812.3401971708386,6.978631997682718,21.289618523034534
2015-02-23,61701.083333333336,15240.166666666666,1168.625,16408.791666666668,45292.291666666664,824.8500754894297,7.038906368819858,21.42391964951288
2015-02-24,61904.458333333336,13231.625,2116.9166666666665,15348.541666666666,46555.916666666664,821.2376374503729,7.03431753172577,21.03467816718641
2015-02-25,60938.083333333336,4460.25,3010.375,7470.625,53467.458333333336,829.0306684503485,7.395503485782541,21.312495449086935
2015-02-26,61287.666666666664,7396.041666666667,4427.625,11823.666666666666,49464.0,801.3968930231391,7.4038421263763725,21.9461012604211
2015-02-27,61279.375,5671.791666666667,2743.5416666666665,8415.333333333334,52864.041666666664,843.0974458093648,7.52893531598921,21.96192043500288
2015-02-28,53802.0,8647.666666666666,,,,838.9907343868413,7.6619021141455645,21.537933121107102
2015-03-01,51124.5,18747.416666666668,1528.7083333333333,20276.125,30848.375,842.793504306614,7.6751186132793805,22.137616292731973
2015-03-02,61695.958333333336,21269.708333333332,2733.375,24003.083333333332,37692.875,844.8779579765037,7.633309371320363,21.157784384160077
2015-03-03,62471.625,17952.166666666668,4214.416666666667,22166.583333333332,40305.041666666664,835.4442742969965,7.791522497011827,22.03679851091127
2015-03-04,62931.0,15825.833333333334,2936.0,18761.833333333332,44169.166666666664,862.3544942147538,7.815961781539557,22.60197127821874
2015-03-05,62319.791666666664,6867.708333333333,2860.5416666666665,9728.25,52591.541666666664,843.0530546857468,7.447738200426126,22.316412671245786
2015-03-06,60985.916666666664,5737.5,2732.9583333333335,8470.458333333334,52515.458333333336,840.6375465771825,7.941068304767072,22.25622786115544
2015-03-07,53445.875,11216.791666666666,4773.125,15989.916666666666,37455.958333333336,832.9333335485693,7.31568294895078,21.618647254986524
2015-03-08,49230.875,8438.041666666666,5623.625,14061.666666666666,35169.208333333336,838.2331472225696,7.50445970582997,21.358541230090243
2015-03-09,59804.541666666664,3103.4166666666665,4950.5,8053.916666666667,51750.625,857.698414873884,7.752392893861507,22.345926091813954
2015-03-10,60954.708333333336,6063.666666666667,4042.875,10106.541666666666,50848.166666666664,865.2902807170644,7.830402272500052,22.623390076588006
2015-03-11,59911.166666666664,5176.291666666667,4777.25,9953.541666666666,49957.625,859.9806584933343,7.9822774475092935,22.28631536502761
2015-03-12,59951.791666666664,3101.2083333333335,4361.083333333333,7462.291666666667,52489.5,858.814911204178,7.717596779827576,22.471631845494226
2015-03-13,59293.25,6388.541666666667,3543.8333333333335,9932.375,49360.875,861.4496168659567,8.078435235700061,22.71273185222913
2015-03-14,51315.666666666664,6133.958333333333,1728.5,7862.458333333333,43453.208333333336,857.5423531037976,7.950685464712639,22.505175530344076
2015-03-15,47230.916666666664,10138.0,2640.5833333333335,12778.583333333334,34452.333333333336,867.0581048125781,7.853581987550292,22.884814633812585
2015-03-16,58934.625,13946.625,4886.416666666667,18833.041666666668,40101.583333333336,849.6502272790818,8.083279084064031,22.64858760607765
2015-03-17,58770.458333333336,7788.25,5477.5,13265.75,45504.708333333336,839.7127763847438,8.075210445577948,23.006800705284437
2015-03-18,58177.041666666664,4747.541666666667,6243.125,10990.666666666666,47186.375,859.0626499642111,8.036541931214208,22.813238245483163
2015-03-19,58386.291666666664,1875.4166666666667,5661.791666666667,7537.208333333333,50849.083333333336,864.9122465129257,8.00378145206785,22.868992158513105
2015-03-20,57737.541666666664,1498.375,5138.541666666667,6636.916666666667,51100.625,861.5840754148908,7.960031872457393,23.403742160738833
2015-03-21,50334.125,6834.208333333333,3137.875,9972.083333333334,40362.041666666664,861.2914255015756,8.013251974472368,23.777090150864055
2015-03-22,45874.958333333336,5503.75,3628.4166666666665,9132.166666666666,36742.791666666664,871.3039105954786,8.107071477474038,22.9344209988991
2015-03-23,58246.958333333336,2787.7083333333335,4716.083333333333,7503.791666666667,50743.166666666664,872.069862974597,7.767046552884895,22.93855570192484
2015-03-24,59121.833333333336,981.9583333333334,4875.125,5857.083333333333,53264.75,873.8010814679391,8.050863747453583,22.68589240986015
2015-03-25,58819.083333333336,5917.666666666667,4067.6666666666665,9985.333333333334,48833.75,852.9646996856242,7.763434466200336,22.520044722299378
